"","Month","Year","AllBeds","OneBed","TwoBeds","State","City","Date"
"5011",1,2016,2817,2345,3309,"HI","Honolulu",2016-01-01
"5012",2,2016,2710,2372,3029,"HI","Honolulu",2016-02-01
"5013",3,2016,2542,2081,3094,"HI","Honolulu",2016-03-01
"5014",4,2016,2469,1942,3127,"HI","Honolulu",2016-04-01
"5015",5,2016,2446,1955,3030,"HI","Honolulu",2016-05-01
"5016",6,2016,2421,1912,3030,"HI","Honolulu",2016-06-01
"5017",7,2016,2341,1847,2771,"HI","Honolulu",2016-07-01
"5018",8,2016,2364,1765,2847,"HI","Honolulu",2016-08-01
"5019",9,2016,2342,1759,2840,"HI","Honolulu",2016-09-01
"5020",10,2016,2332,1796,2802,"HI","Honolulu",2016-10-01
"5021",11,2016,2246,1826,2633,"HI","Honolulu",2016-11-01
"5022",12,2016,2217,1876,2601,"HI","Honolulu",2016-12-01
"5023",1,2017,2163,1740,2643,"HI","Honolulu",2017-01-01
"5024",2,2017,2057,1743,2292,"HI","Honolulu",2017-02-01
"5025",3,2017,2076,1670,2373,"HI","Honolulu",2017-03-01
"5026",4,2017,2191,1744,2575,"HI","Honolulu",2017-04-01
"5027",5,2017,2155,1744,2492,"HI","Honolulu",2017-05-01
"5028",6,2017,2071,1716,2297,"HI","Honolulu",2017-06-01
"5029",7,2017,2136,1780,2335,"HI","Honolulu",2017-07-01
"5030",8,2017,2095,1803,2341,"HI","Honolulu",2017-08-01
"5031",9,2017,2063,1826,2251,"HI","Honolulu",2017-09-01
"5032",10,2017,2123,1824,2374,"HI","Honolulu",2017-10-01
"5033",11,2017,2344,1917,2702,"HI","Honolulu",2017-11-01
"5034",12,2017,2399,2025,2761,"HI","Honolulu",2017-12-01
"5035",1,2018,2222,1960,2664,"HI","Honolulu",2018-01-01
"5036",2,2018,2081,1925,2400,"HI","Honolulu",2018-02-01
"5037",3,2018,2080,1932,2333,"HI","Honolulu",2018-03-01
"5038",4,2018,2052,1955,2294,"HI","Honolulu",2018-04-01
"5039",5,2018,1838,1663,2052,"HI","Honolulu",2018-05-01
"5040",6,2018,1712,1498,1828,"HI","Honolulu",2018-06-01
"5041",7,2018,1667,1451,1821,"HI","Honolulu",2018-07-01
"5042",8,2018,1655,1447,1834,"HI","Honolulu",2018-08-01
"5043",9,2018,1666,1472,1857,"HI","Honolulu",2018-09-01
"5044",10,2018,1680,1594,1836,"HI","Honolulu",2018-10-01
"5045",11,2018,1644,1524,1780,"HI","Honolulu",2018-11-01
"5046",12,2018,1663,1563,1792,"HI","Honolulu",2018-12-01
"5047",1,2019,1673,1578,1698,"HI","Honolulu",2019-01-01
"5048",2,2019,1670,1559,1710,"HI","Honolulu",2019-02-01
"5049",3,2019,1698,1616,1714,"HI","Honolulu",2019-03-01
"5050",1,2011,886,643,831,"NV","Henderson",2011-01-01
"5051",2,2011,906,655,841,"NV","Henderson",2011-02-01
"5052",3,2011,931,672,862,"NV","Henderson",2011-03-01
"5053",4,2011,970,673,822,"NV","Henderson",2011-04-01
"5054",5,2011,963,678,831,"NV","Henderson",2011-05-01
"5055",6,2011,964,680,816,"NV","Henderson",2011-06-01
"5056",7,2011,944,669,823,"NV","Henderson",2011-07-01
"5057",8,2011,870,654,857,"NV","Henderson",2011-08-01
"5058",9,2011,846,650,845,"NV","Henderson",2011-09-01
"5059",10,2011,842,649,844,"NV","Henderson",2011-10-01
"5060",11,2011,816,649,822,"NV","Henderson",2011-11-01
"5061",12,2011,835,645,832,"NV","Henderson",2011-12-01
"5062",1,2012,839,669,839,"NV","Henderson",2012-01-01
"5063",2,2012,840,658,844,"NV","Henderson",2012-02-01
"5064",3,2012,844,657,838,"NV","Henderson",2012-03-01
"5065",4,2012,818,651,811,"NV","Henderson",2012-04-01
"5066",5,2012,837,655,837,"NV","Henderson",2012-05-01
"5067",6,2012,865,677,869,"NV","Henderson",2012-06-01
"5068",7,2012,865,687,870,"NV","Henderson",2012-07-01
"5069",8,2012,869,682,879,"NV","Henderson",2012-08-01
"5070",9,2012,873,683,888,"NV","Henderson",2012-09-01
"5071",10,2012,847,672,865,"NV","Henderson",2012-10-01
"5072",11,2012,872,693,880,"NV","Henderson",2012-11-01
"5073",12,2012,862,698,870,"NV","Henderson",2012-12-01
"5074",1,2013,860,705,869,"NV","Henderson",2013-01-01
"5075",2,2013,874,701,902,"NV","Henderson",2013-02-01
"5076",3,2013,874,701,903,"NV","Henderson",2013-03-01
"5077",4,2013,880,695,887,"NV","Henderson",2013-04-01
"5078",5,2013,877,691,882,"NV","Henderson",2013-05-01
"5079",6,2013,891,695,906,"NV","Henderson",2013-06-01
"5080",7,2013,897,693,893,"NV","Henderson",2013-07-01
"5081",8,2013,932,715,912,"NV","Henderson",2013-08-01
"5082",9,2013,936,682,921,"NV","Henderson",2013-09-01
"5083",10,2013,921,681,915,"NV","Henderson",2013-10-01
"5084",11,2013,910,666,908,"NV","Henderson",2013-11-01
"5085",12,2013,897,671,871,"NV","Henderson",2013-12-01
"5086",1,2014,925,685,910,"NV","Henderson",2014-01-01
"5087",2,2014,947,706,922,"NV","Henderson",2014-02-01
"5088",3,2014,929,693,890,"NV","Henderson",2014-03-01
"5089",4,2014,919,711,903,"NV","Henderson",2014-04-01
"5090",5,2014,897,696,897,"NV","Henderson",2014-05-01
"5091",6,2014,897,700,911,"NV","Henderson",2014-06-01
"5092",7,2014,941,704,940,"NV","Henderson",2014-07-01
"5093",8,2014,954,705,946,"NV","Henderson",2014-08-01
"5094",9,2014,952,713,948,"NV","Henderson",2014-09-01
"5095",10,2014,951,713,956,"NV","Henderson",2014-10-01
"5096",11,2014,960,719,958,"NV","Henderson",2014-11-01
"5097",12,2014,1009,740,981,"NV","Henderson",2014-12-01
"5098",1,2015,994,749,1006,"NV","Henderson",2015-01-01
"5099",2,2015,980,762,990,"NV","Henderson",2015-02-01
"5100",3,2015,984,768,1007,"NV","Henderson",2015-03-01
"5101",4,2015,995,783,1009,"NV","Henderson",2015-04-01
"5102",5,2015,1055,779,1022,"NV","Henderson",2015-05-01
"5103",6,2015,1080,788,1047,"NV","Henderson",2015-06-01
"5104",7,2015,1105,832,1088,"NV","Henderson",2015-07-01
"5105",8,2015,1087,849,1085,"NV","Henderson",2015-08-01
"5106",9,2015,1063,859,1082,"NV","Henderson",2015-09-01
"5107",10,2015,1053,857,1076,"NV","Henderson",2015-10-01
"5108",11,2015,1046,855,1084,"NV","Henderson",2015-11-01
"5109",12,2015,1061,889,1084,"NV","Henderson",2015-12-01
"5110",1,2016,1057,894,1068,"NV","Henderson",2016-01-01
"5111",2,2016,1050,879,1072,"NV","Henderson",2016-02-01
"5112",3,2016,1059,878,1086,"NV","Henderson",2016-03-01
"5113",4,2016,1045,869,1067,"NV","Henderson",2016-04-01
"5114",5,2016,1040,872,1078,"NV","Henderson",2016-05-01
"5115",6,2016,1034,867,1078,"NV","Henderson",2016-06-01
"5116",7,2016,1035,877,1081,"NV","Henderson",2016-07-01
"5117",8,2016,1066,906,1114,"NV","Henderson",2016-08-01
"5118",9,2016,1097,929,1148,"NV","Henderson",2016-09-01
"5119",10,2016,1099,929,1153,"NV","Henderson",2016-10-01
"5120",11,2016,1088,912,1140,"NV","Henderson",2016-11-01
"5121",12,2016,1094,922,1152,"NV","Henderson",2016-12-01
"5122",1,2017,1072,902,1117,"NV","Henderson",2017-01-01
"5123",2,2017,1071,895,1103,"NV","Henderson",2017-02-01
"5124",3,2017,1041,872,1079,"NV","Henderson",2017-03-01
"5125",4,2017,1046,863,1083,"NV","Henderson",2017-04-01
"5126",5,2017,1040,849,1076,"NV","Henderson",2017-05-01
"5127",6,2017,1040,845,1082,"NV","Henderson",2017-06-01
"5128",7,2017,1054,858,1088,"NV","Henderson",2017-07-01
"5129",8,2017,1055,870,1097,"NV","Henderson",2017-08-01
"5130",9,2017,1060,889,1103,"NV","Henderson",2017-09-01
"5131",10,2017,1069,898,1111,"NV","Henderson",2017-10-01
"5132",11,2017,1080,909,1125,"NV","Henderson",2017-11-01
"5133",12,2017,1074,910,1118,"NV","Henderson",2017-12-01
"5134",1,2018,1080,921,1123,"NV","Henderson",2018-01-01
"5135",2,2018,1070,915,1109,"NV","Henderson",2018-02-01
"5136",3,2018,1061,912,1104,"NV","Henderson",2018-03-01
"5137",4,2018,1075,924,1124,"NV","Henderson",2018-04-01
"5138",5,2018,1083,924,1127,"NV","Henderson",2018-05-01
"5139",6,2018,1079,918,1122,"NV","Henderson",2018-06-01
"5140",7,2018,1097,933,1144,"NV","Henderson",2018-07-01
"5141",8,2018,1136,969,1173,"NV","Henderson",2018-08-01
"5142",9,2018,1172,984,1211,"NV","Henderson",2018-09-01
"5143",10,2018,1178,977,1222,"NV","Henderson",2018-10-01
"5144",11,2018,1165,973,1213,"NV","Henderson",2018-11-01
"5145",12,2018,1171,987,1213,"NV","Henderson",2018-12-01
"5146",1,2019,1200,1014,1234,"NV","Henderson",2019-01-01
"5147",2,2019,1211,1015,1255,"NV","Henderson",2019-02-01
"5148",3,2019,1211,1012,1266,"NV","Henderson",2019-03-01
"5149",1,2011,589,528,584,"NC","Greensboro",2011-01-01
"5150",2,2011,588,525,578,"NC","Greensboro",2011-02-01
"5151",3,2011,594,534,594,"NC","Greensboro",2011-03-01
"5152",4,2011,599,540,601,"NC","Greensboro",2011-04-01
"5153",5,2011,602,556,607,"NC","Greensboro",2011-05-01
"5154",6,2011,588,550,596,"NC","Greensboro",2011-06-01
"5155",7,2011,599,538,590,"NC","Greensboro",2011-07-01
"5156",8,2011,665,565,669,"NC","Greensboro",2011-08-01
"5157",9,2011,668,578,674,"NC","Greensboro",2011-09-01
"5158",10,2011,667,576,675,"NC","Greensboro",2011-10-01
"5159",11,2011,665,591,676,"NC","Greensboro",2011-11-01
"5160",12,2011,650,580,652,"NC","Greensboro",2011-12-01
"5161",1,2012,657,587,668,"NC","Greensboro",2012-01-01
"5162",2,2012,681,602,695,"NC","Greensboro",2012-02-01
"5163",3,2012,709,596,713,"NC","Greensboro",2012-03-01
"5164",4,2012,724,601,728,"NC","Greensboro",2012-04-01
"5165",5,2012,723,617,738,"NC","Greensboro",2012-05-01
"5166",6,2012,702,607,732,"NC","Greensboro",2012-06-01
"5167",7,2012,702,613,723,"NC","Greensboro",2012-07-01
"5168",8,2012,707,604,724,"NC","Greensboro",2012-08-01
"5169",9,2012,707,602,717,"NC","Greensboro",2012-09-01
"5170",10,2012,707,604,723,"NC","Greensboro",2012-10-01
"5171",11,2012,701,600,707,"NC","Greensboro",2012-11-01
"5172",12,2012,868,627,844,"NC","Greensboro",2012-12-01
"5173",1,2013,896,619,887,"NC","Greensboro",2013-01-01
"5174",2,2013,882,627,891,"NC","Greensboro",2013-02-01
"5175",3,2013,900,632,910,"NC","Greensboro",2013-03-01
"5176",4,2013,876,644,872,"NC","Greensboro",2013-04-01
"5177",5,2013,870,625,869,"NC","Greensboro",2013-05-01
"5178",6,2013,882,633,879,"NC","Greensboro",2013-06-01
"5179",7,2013,884,631,896,"NC","Greensboro",2013-07-01
"5180",8,2013,872,633,886,"NC","Greensboro",2013-08-01
"5181",9,2013,906,627,903,"NC","Greensboro",2013-09-01
"5182",10,2013,912,636,884,"NC","Greensboro",2013-10-01
"5183",11,2013,902,631,899,"NC","Greensboro",2013-11-01
"5184",12,2013,896,628,874,"NC","Greensboro",2013-12-01
"5185",1,2014,843,622,823,"NC","Greensboro",2014-01-01
"5186",2,2014,839,624,815,"NC","Greensboro",2014-02-01
"5187",3,2014,821,611,810,"NC","Greensboro",2014-03-01
"5188",4,2014,795,607,804,"NC","Greensboro",2014-04-01
"5189",5,2014,706,592,744,"NC","Greensboro",2014-05-01
"5190",6,2014,702,603,731,"NC","Greensboro",2014-06-01
"5191",7,2014,721,609,769,"NC","Greensboro",2014-07-01
"5192",8,2014,735,612,773,"NC","Greensboro",2014-08-01
"5193",9,2014,748,610,778,"NC","Greensboro",2014-09-01
"5194",10,2014,775,606,799,"NC","Greensboro",2014-10-01
"5195",11,2014,687,604,711,"NC","Greensboro",2014-11-01
"5196",12,2014,686,602,712,"NC","Greensboro",2014-12-01
"5197",1,2015,680,613,711,"NC","Greensboro",2015-01-01
"5198",2,2015,684,623,700,"NC","Greensboro",2015-02-01
"5199",3,2015,689,610,713,"NC","Greensboro",2015-03-01
"5200",4,2015,691,606,713,"NC","Greensboro",2015-04-01
"5201",5,2015,705,604,725,"NC","Greensboro",2015-05-01
"5202",6,2015,738,612,728,"NC","Greensboro",2015-06-01
"5203",7,2015,755,618,731,"NC","Greensboro",2015-07-01
"5204",8,2015,757,629,751,"NC","Greensboro",2015-08-01
"5205",9,2015,739,620,741,"NC","Greensboro",2015-09-01
"5206",10,2015,731,623,735,"NC","Greensboro",2015-10-01
"5207",11,2015,733,635,747,"NC","Greensboro",2015-11-01
"5208",12,2015,732,640,746,"NC","Greensboro",2015-12-01
"5209",1,2016,735,643,749,"NC","Greensboro",2016-01-01
"5210",2,2016,741,654,747,"NC","Greensboro",2016-02-01
"5211",3,2016,747,659,757,"NC","Greensboro",2016-03-01
"5212",4,2016,788,678,806,"NC","Greensboro",2016-04-01
"5213",5,2016,786,681,802,"NC","Greensboro",2016-05-01
"5214",6,2016,790,684,804,"NC","Greensboro",2016-06-01
"5215",7,2016,788,686,811,"NC","Greensboro",2016-07-01
"5216",8,2016,780,692,811,"NC","Greensboro",2016-08-01
"5217",9,2016,789,702,804,"NC","Greensboro",2016-09-01
"5218",10,2016,801,706,819,"NC","Greensboro",2016-10-01
"5219",11,2016,797,698,816,"NC","Greensboro",2016-11-01
"5220",12,2016,806,700,830,"NC","Greensboro",2016-12-01
"5221",1,2017,781,685,806,"NC","Greensboro",2017-01-01
"5222",2,2017,790,690,812,"NC","Greensboro",2017-02-01
"5223",3,2017,802,706,827,"NC","Greensboro",2017-03-01
"5224",4,2017,813,712,844,"NC","Greensboro",2017-04-01
"5225",5,2017,797,705,824,"NC","Greensboro",2017-05-01
"5226",6,2017,810,716,826,"NC","Greensboro",2017-06-01
"5227",7,2017,808,720,820,"NC","Greensboro",2017-07-01
"5228",8,2017,811,723,825,"NC","Greensboro",2017-08-01
"5229",9,2017,806,718,827,"NC","Greensboro",2017-09-01
"5230",10,2017,801,718,819,"NC","Greensboro",2017-10-01
"5231",11,2017,815,715,839,"NC","Greensboro",2017-11-01
"5232",12,2017,815,711,845,"NC","Greensboro",2017-12-01
"5233",1,2018,807,719,836,"NC","Greensboro",2018-01-01
"5234",2,2018,815,739,842,"NC","Greensboro",2018-02-01
"5235",3,2018,812,736,844,"NC","Greensboro",2018-03-01
"5236",4,2018,838,753,866,"NC","Greensboro",2018-04-01
"5237",5,2018,883,772,906,"NC","Greensboro",2018-05-01
"5238",6,2018,890,780,925,"NC","Greensboro",2018-06-01
"5239",7,2018,901,791,938,"NC","Greensboro",2018-07-01
"5240",8,2018,902,799,939,"NC","Greensboro",2018-08-01
"5241",9,2018,892,784,943,"NC","Greensboro",2018-09-01
"5242",10,2018,875,748,936,"NC","Greensboro",2018-10-01
"5243",11,2018,880,758,939,"NC","Greensboro",2018-11-01
"5244",12,2018,885,753,938,"NC","Greensboro",2018-12-01
"5245",1,2019,885,775,940,"NC","Greensboro",2019-01-01
"5246",2,2019,894,775,962,"NC","Greensboro",2019-02-01
"5247",3,2019,891,772,960,"NC","Greensboro",2019-03-01
"5248",1,2011,848,639,812,"AZ","Glendale",2011-01-01
"5249",2,2011,852,642,801,"AZ","Glendale",2011-02-01
"5250",3,2011,874,661,803,"AZ","Glendale",2011-03-01
"5251",4,2011,891,671,812,"AZ","Glendale",2011-04-01
"5252",5,2011,890,642,787,"AZ","Glendale",2011-05-01
"5253",6,2011,856,614,761,"AZ","Glendale",2011-06-01
"5254",7,2011,876,610,761,"AZ","Glendale",2011-07-01
"5255",8,2011,834,638,813,"AZ","Glendale",2011-08-01
"5256",9,2011,825,670,838,"AZ","Glendale",2011-09-01
"5257",10,2011,814,671,826,"AZ","Glendale",2011-10-01
"5258",11,2011,810,670,822,"AZ","Glendale",2011-11-01
"5259",12,2011,836,673,838,"AZ","Glendale",2011-12-01
"5260",1,2012,815,653,815,"AZ","Glendale",2012-01-01
"5261",2,2012,792,653,805,"AZ","Glendale",2012-02-01
"5262",3,2012,789,638,800,"AZ","Glendale",2012-03-01
"5263",4,2012,795,642,837,"AZ","Glendale",2012-04-01
"5264",5,2012,760,603,837,"AZ","Glendale",2012-05-01
"5265",6,2012,754,585,803,"AZ","Glendale",2012-06-01
"5266",7,2012,756,600,811,"AZ","Glendale",2012-07-01
"5267",8,2012,768,608,808,"AZ","Glendale",2012-08-01
"5268",9,2012,774,617,805,"AZ","Glendale",2012-09-01
"5269",10,2012,758,619,787,"AZ","Glendale",2012-10-01
"5270",11,2012,750,590,791,"AZ","Glendale",2012-11-01
"5271",12,2012,718,573,788,"AZ","Glendale",2012-12-01
"5272",1,2013,734,609,780,"AZ","Glendale",2013-01-01
"5273",2,2013,797,642,814,"AZ","Glendale",2013-02-01
"5274",3,2013,795,661,809,"AZ","Glendale",2013-03-01
"5275",4,2013,789,661,814,"AZ","Glendale",2013-04-01
"5276",5,2013,818,667,812,"AZ","Glendale",2013-05-01
"5277",6,2013,841,679,825,"AZ","Glendale",2013-06-01
"5278",7,2013,836,675,808,"AZ","Glendale",2013-07-01
"5279",8,2013,860,669,812,"AZ","Glendale",2013-08-01
"5280",9,2013,870,664,816,"AZ","Glendale",2013-09-01
"5281",10,2013,874,665,817,"AZ","Glendale",2013-10-01
"5282",11,2013,847,672,818,"AZ","Glendale",2013-11-01
"5283",12,2013,845,700,838,"AZ","Glendale",2013-12-01
"5284",1,2014,862,704,856,"AZ","Glendale",2014-01-01
"5285",2,2014,869,699,851,"AZ","Glendale",2014-02-01
"5286",3,2014,846,705,846,"AZ","Glendale",2014-03-01
"5287",4,2014,847,686,850,"AZ","Glendale",2014-04-01
"5288",5,2014,814,646,829,"AZ","Glendale",2014-05-01
"5289",6,2014,822,652,838,"AZ","Glendale",2014-06-01
"5290",7,2014,868,667,860,"AZ","Glendale",2014-07-01
"5291",8,2014,871,658,864,"AZ","Glendale",2014-08-01
"5292",9,2014,872,671,864,"AZ","Glendale",2014-09-01
"5293",10,2014,867,686,865,"AZ","Glendale",2014-10-01
"5294",11,2014,852,676,852,"AZ","Glendale",2014-11-01
"5295",12,2014,880,673,873,"AZ","Glendale",2014-12-01
"5296",1,2015,906,705,929,"AZ","Glendale",2015-01-01
"5297",2,2015,904,720,926,"AZ","Glendale",2015-02-01
"5298",3,2015,899,725,927,"AZ","Glendale",2015-03-01
"5299",4,2015,900,722,923,"AZ","Glendale",2015-04-01
"5300",5,2015,967,738,961,"AZ","Glendale",2015-05-01
"5301",6,2015,1004,736,978,"AZ","Glendale",2015-06-01
"5302",7,2015,976,743,958,"AZ","Glendale",2015-07-01
"5303",8,2015,964,744,962,"AZ","Glendale",2015-08-01
"5304",9,2015,938,750,952,"AZ","Glendale",2015-09-01
"5305",10,2015,909,756,931,"AZ","Glendale",2015-10-01
"5306",11,2015,906,755,928,"AZ","Glendale",2015-11-01
"5307",12,2015,906,753,931,"AZ","Glendale",2015-12-01
"5308",1,2016,904,755,925,"AZ","Glendale",2016-01-01
"5309",2,2016,918,771,953,"AZ","Glendale",2016-02-01
"5310",3,2016,936,791,983,"AZ","Glendale",2016-03-01
"5311",4,2016,960,816,1013,"AZ","Glendale",2016-04-01
"5312",5,2016,970,829,1015,"AZ","Glendale",2016-05-01
"5313",6,2016,976,831,1016,"AZ","Glendale",2016-06-01
"5314",7,2016,968,820,1009,"AZ","Glendale",2016-07-01
"5315",8,2016,963,824,1003,"AZ","Glendale",2016-08-01
"5316",9,2016,974,839,1015,"AZ","Glendale",2016-09-01
"5317",10,2016,973,837,1021,"AZ","Glendale",2016-10-01
"5318",11,2016,943,824,979,"AZ","Glendale",2016-11-01
"5319",12,2016,952,827,999,"AZ","Glendale",2016-12-01
"5320",1,2017,956,835,1004,"AZ","Glendale",2017-01-01
"5321",2,2017,953,842,1000,"AZ","Glendale",2017-02-01
"5322",3,2017,974,848,1013,"AZ","Glendale",2017-03-01
"5323",4,2017,984,863,1035,"AZ","Glendale",2017-04-01
"5324",5,2017,978,853,1033,"AZ","Glendale",2017-05-01
"5325",6,2017,976,849,1044,"AZ","Glendale",2017-06-01
"5326",7,2017,977,850,1050,"AZ","Glendale",2017-07-01
"5327",8,2017,982,854,1050,"AZ","Glendale",2017-08-01
"5328",9,2017,965,842,1026,"AZ","Glendale",2017-09-01
"5329",10,2017,970,851,1028,"AZ","Glendale",2017-10-01
"5330",11,2017,991,864,1049,"AZ","Glendale",2017-11-01
"5331",12,2017,974,849,1034,"AZ","Glendale",2017-12-01
"5332",1,2018,980,860,1036,"AZ","Glendale",2018-01-01
"5333",2,2018,1001,888,1054,"AZ","Glendale",2018-02-01
"5334",3,2018,1007,893,1054,"AZ","Glendale",2018-03-01
"5335",4,2018,1019,911,1062,"AZ","Glendale",2018-04-01
"5336",5,2018,1032,920,1098,"AZ","Glendale",2018-05-01
"5337",6,2018,1012,897,1094,"AZ","Glendale",2018-06-01
"5338",7,2018,1013,895,1102,"AZ","Glendale",2018-07-01
"5339",8,2018,1045,917,1127,"AZ","Glendale",2018-08-01
"5340",9,2018,1072,944,1130,"AZ","Glendale",2018-09-01
"5341",10,2018,1052,935,1119,"AZ","Glendale",2018-10-01
"5342",11,2018,1045,935,1114,"AZ","Glendale",2018-11-01
"5343",12,2018,1047,939,1111,"AZ","Glendale",2018-12-01
"5344",1,2019,1098,974,1152,"AZ","Glendale",2019-01-01
"5345",2,2019,1128,1007,1171,"AZ","Glendale",2019-02-01
"5346",3,2019,1119,1000,1164,"AZ","Glendale",2019-03-01
"5347",1,2011,674,614,693,"CA","Fresno",2011-01-01
"5348",2,2011,696,620,694,"CA","Fresno",2011-02-01
"5349",3,2011,709,609,681,"CA","Fresno",2011-03-01
"5350",4,2011,737,621,681,"CA","Fresno",2011-04-01
"5351",5,2011,741,603,654,"CA","Fresno",2011-05-01
"5352",6,2011,786,611,651,"CA","Fresno",2011-06-01
"5353",7,2011,793,636,727,"CA","Fresno",2011-07-01
"5354",8,2011,795,647,767,"CA","Fresno",2011-08-01
"5355",9,2011,801,664,797,"CA","Fresno",2011-09-01
"5356",10,2011,793,664,793,"CA","Fresno",2011-10-01
"5357",11,2011,811,686,823,"CA","Fresno",2011-11-01
"5358",12,2011,811,687,825,"CA","Fresno",2011-12-01
"5359",1,2012,818,700,829,"CA","Fresno",2012-01-01
"5360",2,2012,821,699,810,"CA","Fresno",2012-02-01
"5361",3,2012,861,701,830,"CA","Fresno",2012-03-01
"5362",4,2012,841,707,828,"CA","Fresno",2012-04-01
"5363",5,2012,862,716,881,"CA","Fresno",2012-05-01
"5364",6,2012,873,733,885,"CA","Fresno",2012-06-01
"5365",7,2012,872,732,888,"CA","Fresno",2012-07-01
"5366",8,2012,866,716,878,"CA","Fresno",2012-08-01
"5367",9,2012,872,719,871,"CA","Fresno",2012-09-01
"5368",10,2012,884,734,889,"CA","Fresno",2012-10-01
"5369",11,2012,879,740,883,"CA","Fresno",2012-11-01
"5370",12,2012,882,742,891,"CA","Fresno",2012-12-01
"5371",1,2013,877,742,883,"CA","Fresno",2013-01-01
"5372",2,2013,844,700,824,"CA","Fresno",2013-02-01
"5373",3,2013,857,711,833,"CA","Fresno",2013-03-01
"5374",4,2013,845,709,828,"CA","Fresno",2013-04-01
"5375",5,2013,842,709,820,"CA","Fresno",2013-05-01
"5376",6,2013,857,692,829,"CA","Fresno",2013-06-01
"5377",7,2013,853,685,814,"CA","Fresno",2013-07-01
"5378",8,2013,873,685,829,"CA","Fresno",2013-08-01
"5379",9,2013,887,696,832,"CA","Fresno",2013-09-01
"5380",10,2013,900,704,846,"CA","Fresno",2013-10-01
"5381",11,2013,872,698,841,"CA","Fresno",2013-11-01
"5382",12,2013,875,689,849,"CA","Fresno",2013-12-01
"5383",1,2014,884,705,850,"CA","Fresno",2014-01-01
"5384",2,2014,886,682,844,"CA","Fresno",2014-02-01
"5385",3,2014,891,687,838,"CA","Fresno",2014-03-01
"5386",4,2014,847,678,809,"CA","Fresno",2014-04-01
"5387",5,2014,824,666,801,"CA","Fresno",2014-05-01
"5388",6,2014,834,669,809,"CA","Fresno",2014-06-01
"5389",7,2014,862,688,828,"CA","Fresno",2014-07-01
"5390",8,2014,866,689,830,"CA","Fresno",2014-08-01
"5391",9,2014,879,691,831,"CA","Fresno",2014-09-01
