"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"404","Connecticut","State","2015","08",1054,1320,1677,1938,881,2015-08-01
"405","Connecticut","State","2015","09",1044,1307,1661,1919,872,2015-09-01
"406","Connecticut","State","2015","10",1040,1303,1655,1913,869,2015-10-01
"407","Connecticut","State","2015","11",1039,1301,1653,1910,868,2015-11-01
"408","Connecticut","State","2015","12",1040,1301,1654,1911,869,2015-12-01
"409","Connecticut","State","2016","01",1039,1301,1653,1910,868,2016-01-01
"410","Connecticut","State","2016","02",1038,1300,1652,1909,867,2016-02-01
"411","Connecticut","State","2016","03",1043,1305,1659,1917,871,2016-03-01
"412","Connecticut","State","2016","04",1043,1306,1660,1918,872,2016-04-01
"413","Connecticut","State","2016","05",1046,1310,1665,1924,874,2016-05-01
"414","Connecticut","State","2016","06",1046,1310,1665,1924,874,2016-06-01
"415","Connecticut","State","2016","07",1047,1311,1666,1925,875,2016-07-01
"416","Connecticut","State","2016","08",1047,1311,1666,1925,875,2016-08-01
"417","Connecticut","State","2016","09",1047,1311,1666,1925,875,2016-09-01
"418","Connecticut","State","2016","10",1043,1305,1659,1917,871,2016-10-01
"419","Connecticut","State","2016","11",1036,1297,1649,1905,866,2016-11-01
"420","Connecticut","State","2016","12",1032,1292,1642,1897,862,2016-12-01
"421","Connecticut","State","2017","01",1033,1293,1644,1899,863,2017-01-01
"422","Connecticut","State","2017","02",1036,1297,1648,1904,865,2017-02-01
"423","Connecticut","State","2017","03",1038,1299,1651,1908,867,2017-03-01
"424","Connecticut","State","2017","04",1045,1309,1663,1922,873,2017-04-01
"425","Connecticut","State","2017","05",1052,1317,1674,1934,879,2017-05-01
"426","Connecticut","State","2017","06",1059,1326,1685,1947,885,2017-06-01
"427","Connecticut","State","2017","07",1060,1327,1687,1949,886,2017-07-01
"428","Connecticut","State","2017","08",1061,1328,1687,1950,886,2017-08-01
"429","Connecticut","State","2017","09",1058,1324,1683,1945,884,2017-09-01
"430","Connecticut","State","2017","10",1055,1321,1679,1940,882,2017-10-01
"431","Connecticut","State","2017","11",1050,1315,1671,1931,878,2017-11-01
"432","Connecticut","State","2017","12",1048,1312,1667,1926,875,2017-12-01
"433","Connecticut","State","2018","01",1049,1314,1669,1929,877,2018-01-01
"434","Connecticut","State","2018","02",1055,1320,1678,1939,881,2018-02-01
"435","Connecticut","State","2018","03",1059,1326,1685,1948,885,2018-03-01
"436","Connecticut","State","2018","04",1060,1327,1687,1949,886,2018-04-01
"437","Connecticut","State","2018","05",1063,1331,1691,1954,888,2018-05-01
"438","Connecticut","State","2018","06",1065,1334,1695,1959,890,2018-06-01
"439","Connecticut","State","2018","07",1069,1338,1700,1965,893,2018-07-01
"440","Connecticut","State","2018","08",1070,1339,1702,1967,894,2018-08-01
"441","Connecticut","State","2018","09",1069,1338,1701,1966,893,2018-09-01
"442","Connecticut","State","2018","10",1069,1338,1700,1965,893,2018-10-01
"443","Connecticut","State","2018","11",1068,1337,1699,1964,892,2018-11-01
"444","Connecticut","State","2018","12",1068,1337,1699,1964,892,2018-12-01
"445","Connecticut","State","2019","01",1067,1336,1697,1961,891,2019-01-01
"446","Connecticut","State","2019","02",1066,1335,1697,1961,891,2019-02-01
"447","Connecticut","State","2019","03",1067,1336,1698,1962,892,2019-03-01
"448","Connecticut","State","2019","04",1071,1341,1705,1970,895,2019-04-01
"449","Delaware","State","2014","01",880,1073,1416,1609,763,2014-01-01
"450","Delaware","State","2014","02",882,1075,1419,1611,765,2014-02-01
"451","Delaware","State","2014","03",885,1079,1424,1617,767,2014-03-01
"452","Delaware","State","2014","04",890,1085,1433,1627,772,2014-04-01
"453","Delaware","State","2014","05",895,1091,1441,1636,776,2014-05-01
"454","Delaware","State","2014","06",897,1094,1444,1640,778,2014-06-01
"455","Delaware","State","2014","07",898,1095,1445,1641,779,2014-07-01
"456","Delaware","State","2014","08",897,1094,1444,1640,778,2014-08-01
"457","Delaware","State","2014","09",898,1094,1445,1640,778,2014-09-01
"458","Delaware","State","2014","10",899,1095,1446,1642,779,2014-10-01
"459","Delaware","State","2014","11",897,1094,1444,1640,778,2014-11-01
"460","Delaware","State","2014","12",898,1094,1445,1640,778,2014-12-01
"461","Delaware","State","2015","01",898,1095,1445,1642,779,2015-01-01
"462","Delaware","State","2015","02",901,1098,1450,1647,781,2015-02-01
"463","Delaware","State","2015","03",906,1104,1458,1655,786,2015-03-01
"464","Delaware","State","2015","04",911,1111,1466,1665,790,2015-04-01
"465","Delaware","State","2015","05",925,1128,1489,1691,803,2015-05-01
"466","Delaware","State","2015","06",918,1119,1477,1678,796,2015-06-01
"467","Delaware","State","2015","07",920,1122,1481,1682,798,2015-07-01
"468","Delaware","State","2015","08",917,1118,1476,1676,796,2015-08-01
"469","Delaware","State","2015","09",914,1114,1471,1671,793,2015-09-01
"470","Delaware","State","2015","10",912,1112,1468,1668,791,2015-10-01
"471","Delaware","State","2015","11",910,1110,1465,1664,790,2015-11-01
"472","Delaware","State","2015","12",910,1110,1465,1664,789,2015-12-01
"473","Delaware","State","2016","01",912,1112,1468,1668,791,2016-01-01
"474","Delaware","State","2016","02",916,1117,1474,1674,795,2016-02-01
"475","Delaware","State","2016","03",928,1132,1494,1697,805,2016-03-01
"476","Delaware","State","2016","04",938,1144,1510,1715,814,2016-04-01
"477","Delaware","State","2016","05",949,1157,1527,1734,823,2016-05-01
"478","Delaware","State","2016","06",948,1156,1526,1733,822,2016-06-01
"479","Delaware","State","2016","07",951,1159,1530,1738,825,2016-07-01
"480","Delaware","State","2016","08",953,1161,1533,1741,826,2016-08-01
"481","Delaware","State","2016","09",954,1163,1536,1744,828,2016-09-01
"482","Delaware","State","2016","10",953,1162,1534,1742,827,2016-10-01
"483","Delaware","State","2016","11",950,1158,1529,1736,824,2016-11-01
"484","Delaware","State","2016","12",945,1152,1521,1728,820,2016-12-01
"485","Delaware","State","2017","01",943,1150,1518,1724,818,2017-01-01
"486","Delaware","State","2017","02",943,1150,1518,1724,818,2017-02-01
"487","Delaware","State","2017","03",950,1158,1529,1736,824,2017-03-01
"488","Delaware","State","2017","04",960,1171,1545,1755,833,2017-04-01
"489","Delaware","State","2017","05",968,1181,1559,1770,840,2017-05-01
"490","Delaware","State","2017","06",975,1189,1569,1782,846,2017-06-01
"491","Delaware","State","2017","07",974,1188,1568,1781,845,2017-07-01
"492","Delaware","State","2017","08",974,1187,1567,1779,844,2017-08-01
"493","Delaware","State","2017","09",971,1183,1562,1774,842,2017-09-01
"494","Delaware","State","2017","10",972,1185,1564,1776,843,2017-10-01
"495","Delaware","State","2017","11",970,1183,1562,1774,842,2017-11-01
"496","Delaware","State","2017","12",966,1178,1555,1766,838,2017-12-01
"497","Delaware","State","2018","01",963,1174,1550,1760,835,2018-01-01
"498","Delaware","State","2018","02",962,1173,1548,1758,834,2018-02-01
"499","Delaware","State","2018","03",963,1174,1550,1760,835,2018-03-01
"500","Delaware","State","2018","04",966,1177,1554,1765,838,2018-04-01
"501","Delaware","State","2018","05",972,1185,1564,1776,843,2018-05-01
"502","Delaware","State","2018","06",980,1195,1578,1792,850,2018-06-01
"503","Delaware","State","2018","07",980,1195,1577,1791,850,2018-07-01
"504","Delaware","State","2018","08",981,1196,1579,1793,851,2018-08-01
"505","Delaware","State","2018","09",981,1196,1579,1794,851,2018-09-01
"506","Delaware","State","2018","10",991,1208,1594,1811,859,2018-10-01
"507","Delaware","State","2018","11",995,1213,1601,1818,863,2018-11-01
"508","Delaware","State","2018","12",996,1214,1603,1820,864,2018-12-01
"509","Delaware","State","2019","01",992,1209,1596,1812,860,2019-01-01
"510","Delaware","State","2019","02",985,1201,1586,1801,855,2019-02-01
"511","Delaware","State","2019","03",981,1196,1579,1793,851,2019-03-01
"512","Delaware","State","2019","04",991,1208,1594,1810,859,2019-04-01
"513","District of Columbia","State","2014","01",1398,1613,2125,2638,1330,2014-01-01
"514","District of Columbia","State","2014","02",1394,1609,2119,2631,1327,2014-02-01
"515","District of Columbia","State","2014","03",1396,1611,2122,2634,1328,2014-03-01
"516","District of Columbia","State","2014","04",1404,1620,2134,2649,1336,2014-04-01
"517","District of Columbia","State","2014","05",1414,1632,2149,2668,1346,2014-05-01
"518","District of Columbia","State","2014","06",1419,1638,2158,2678,1351,2014-06-01
"519","District of Columbia","State","2014","07",1427,1646,2169,2692,1358,2014-07-01
"520","District of Columbia","State","2014","08",1424,1643,2165,2687,1355,2014-08-01
"521","District of Columbia","State","2014","09",1422,1641,2162,2684,1354,2014-09-01
"522","District of Columbia","State","2014","10",1411,1629,2145,2663,1343,2014-10-01
"523","District of Columbia","State","2014","11",1404,1621,2135,2650,1337,2014-11-01
"524","District of Columbia","State","2014","12",1403,1619,2133,2647,1335,2014-12-01
"525","District of Columbia","State","2015","01",1397,1612,2124,2636,1330,2015-01-01
"526","District of Columbia","State","2015","02",1399,1614,2126,2639,1331,2015-02-01
"527","District of Columbia","State","2015","03",1402,1618,2131,2645,1334,2015-03-01
"528","District of Columbia","State","2015","04",1410,1627,2144,2661,1342,2015-04-01
"529","District of Columbia","State","2015","05",1414,1631,2149,2668,1346,2015-05-01
"530","District of Columbia","State","2015","06",1417,1635,2153,2673,1348,2015-06-01
"531","District of Columbia","State","2015","07",1421,1640,2161,2682,1353,2015-07-01
"532","District of Columbia","State","2015","08",1427,1647,2170,2694,1359,2015-08-01
"533","District of Columbia","State","2015","09",1428,1648,2170,2694,1359,2015-09-01
"534","District of Columbia","State","2015","10",1427,1646,2169,2692,1358,2015-10-01
"535","District of Columbia","State","2015","11",1426,1646,2168,2691,1357,2015-11-01
"536","District of Columbia","State","2015","12",1431,1652,2176,2701,1362,2015-12-01
"537","District of Columbia","State","2016","01",1437,1659,2185,2712,1368,2016-01-01
"538","District of Columbia","State","2016","02",1438,1660,2186,2714,1369,2016-02-01
"539","District of Columbia","State","2016","03",1438,1660,2187,2714,1369,2016-03-01
"540","District of Columbia","State","2016","04",1445,1667,2196,2726,1375,2016-04-01
"541","District of Columbia","State","2016","05",1456,1681,2214,2748,1386,2016-05-01
"542","District of Columbia","State","2016","06",1468,1694,2232,2771,1397,2016-06-01
"543","District of Columbia","State","2016","07",1482,1710,2252,2796,1410,2016-07-01
"544","District of Columbia","State","2016","08",1488,1717,2262,2808,1416,2016-08-01
"545","District of Columbia","State","2016","09",1490,1719,2264,2811,1418,2016-09-01
"546","District of Columbia","State","2016","10",1480,1707,2249,2792,1408,2016-10-01
"547","District of Columbia","State","2016","11",1464,1689,2225,2762,1393,2016-11-01
"548","District of Columbia","State","2016","12",1451,1675,2206,2739,1381,2016-12-01
"549","District of Columbia","State","2017","01",1443,1666,2194,2724,1374,2017-01-01
"550","District of Columbia","State","2017","02",1448,1671,2201,2732,1378,2017-02-01
"551","District of Columbia","State","2017","03",1451,1674,2205,2737,1381,2017-03-01
"552","District of Columbia","State","2017","04",1458,1682,2216,2751,1388,2017-04-01
"553","District of Columbia","State","2017","05",1463,1689,2224,2761,1393,2017-05-01
"554","District of Columbia","State","2017","06",1471,1698,2236,2776,1400,2017-06-01
"555","District of Columbia","State","2017","07",1477,1705,2246,2788,1406,2017-07-01
"556","District of Columbia","State","2017","08",1481,1709,2252,2795,1410,2017-08-01
"557","District of Columbia","State","2017","09",1480,1707,2249,2792,1408,2017-09-01
"558","District of Columbia","State","2017","10",1472,1698,2237,2777,1401,2017-10-01
"559","District of Columbia","State","2017","11",1459,1684,2218,2753,1389,2017-11-01
"560","District of Columbia","State","2017","12",1448,1672,2202,2733,1379,2017-12-01
"561","District of Columbia","State","2018","01",1444,1666,2195,2725,1374,2018-01-01
"562","District of Columbia","State","2018","02",1446,1669,2199,2729,1377,2018-02-01
"563","District of Columbia","State","2018","03",1454,1678,2210,2744,1384,2018-03-01
"564","District of Columbia","State","2018","04",1455,1680,2212,2746,1385,2018-04-01
"565","District of Columbia","State","2018","05",1462,1687,2222,2759,1391,2018-05-01
"566","District of Columbia","State","2018","06",1469,1695,2233,2772,1398,2018-06-01
"567","District of Columbia","State","2018","07",1481,1709,2252,2795,1410,2018-07-01
"568","District of Columbia","State","2018","08",1487,1716,2260,2805,1415,2018-08-01
"569","District of Columbia","State","2018","09",1485,1714,2258,2803,1414,2018-09-01
"570","District of Columbia","State","2018","10",1482,1710,2253,2796,1410,2018-10-01
"571","District of Columbia","State","2018","11",1478,1706,2247,2789,1407,2018-11-01
"572","District of Columbia","State","2018","12",1477,1704,2245,2787,1406,2018-12-01
"573","District of Columbia","State","2019","01",1476,1703,2244,2785,1405,2019-01-01
"574","District of Columbia","State","2019","02",1475,1702,2243,2784,1404,2019-02-01
"575","District of Columbia","State","2019","03",1477,1704,2245,2787,1406,2019-03-01
"576","District of Columbia","State","2019","04",1484,1713,2257,2801,1413,2019-04-01
"577","Florida","State","2014","01",830,1034,1401,1682,715,2014-01-01
"578","Florida","State","2014","02",833,1039,1408,1690,718,2014-02-01
"579","Florida","State","2014","03",836,1043,1412,1696,720,2014-03-01
"580","Florida","State","2014","04",840,1047,1418,1703,724,2014-04-01
"581","Florida","State","2014","05",843,1052,1424,1710,727,2014-05-01
"582","Florida","State","2014","06",847,1056,1430,1717,729,2014-06-01
"583","Florida","State","2014","07",851,1061,1437,1726,733,2014-07-01
"584","Florida","State","2014","08",854,1065,1442,1731,736,2014-08-01
"585","Florida","State","2014","09",856,1067,1446,1736,738,2014-09-01
"586","Florida","State","2014","10",857,1069,1448,1739,739,2014-10-01
"587","Florida","State","2014","11",860,1072,1453,1744,741,2014-11-01
"588","Florida","State","2014","12",863,1076,1457,1750,743,2014-12-01
"589","Florida","State","2015","01",865,1078,1461,1754,745,2015-01-01
"590","Florida","State","2015","02",867,1082,1465,1759,747,2015-02-01
"591","Florida","State","2015","03",870,1085,1469,1764,750,2015-03-01
"592","Florida","State","2015","04",875,1091,1478,1774,754,2015-04-01
"593","Florida","State","2015","05",882,1100,1490,1789,760,2015-05-01
"594","Florida","State","2015","06",887,1106,1498,1799,764,2015-06-01
"595","Florida","State","2015","07",894,1115,1511,1814,771,2015-07-01
"596","Florida","State","2015","08",899,1121,1518,1823,775,2015-08-01
"597","Florida","State","2015","09",902,1125,1524,1829,777,2015-09-01
"598","Florida","State","2015","10",905,1128,1528,1834,779,2015-10-01
"599","Florida","State","2015","11",908,1132,1534,1841,782,2015-11-01
"600","Florida","State","2015","12",909,1134,1536,1844,783,2015-12-01
"601","Florida","State","2016","01",909,1133,1535,1843,783,2016-01-01
"602","Florida","State","2016","02",909,1134,1536,1844,783,2016-02-01
"603","Florida","State","2016","03",911,1135,1538,1847,785,2016-03-01
"604","Florida","State","2016","04",911,1136,1539,1848,785,2016-04-01
"605","Florida","State","2016","05",913,1139,1543,1852,787,2016-05-01
"606","Florida","State","2016","06",913,1138,1542,1851,787,2016-06-01
"607","Florida","State","2016","07",914,1140,1544,1854,788,2016-07-01
"608","Florida","State","2016","08",914,1140,1544,1854,788,2016-08-01
"609","Florida","State","2016","09",916,1142,1547,1857,789,2016-09-01
"610","Florida","State","2016","10",917,1143,1549,1859,790,2016-10-01
"611","Florida","State","2016","11",918,1144,1550,1861,791,2016-11-01
"612","Florida","State","2016","12",918,1145,1550,1861,791,2016-12-01
"613","Florida","State","2017","01",919,1145,1552,1863,792,2017-01-01
